city,state,lat,lon
Frackville,PA,40.715735,-76.3678295
Frakes,KY,36.607234,-83.92535
Frametown,WV,38.653616,-80.86194
Framingham,MA,42.388375599999996,-71.444653
Francestown,NH,42.976901,-71.81007
Francesville,IN,40.986799,-86.87659
Francis,OK,34.878209,-96.58838
Francis Creek,WI,44.200758,-87.71974
Francisco,IN,38.343295,-87.44275
Francitas,TX,28.861398,-96.34404
Franconia,NH,44.200124,-71.69959
Franconia,PA,40.308116,-75.358575
Frankenmuth,MI,43.3376855,-83.74532400000001
Frankewing,TN,35.188143,-86.81014
Frankford,DE,38.511469,-75.18364
Frankford,MO,39.484069,-91.32296
Frankford,WV,37.918994,-80.36331
Frankfort,IL,41.501178,-87.83875
Frankfort,IN,40.290615,-86.5028
Frankfort,KS,39.689409,-96.43876
Frankfort,KY,38.23052366666667,-84.87420244444445
Frankfort,ME,44.61165,-68.91965
Frankfort,MI,44.631,-86.21484
Frankfort,NY,43.046471,-75.10019
Frankfort,OH,39.390231,-83.19363
Frankfort,SD,44.857069,-98.27191
Frankfort Heights,IL,37.994296,-88.941665
Franklin,AL,31.63857,-87.46772
Franklin,AR,36.155897,-91.75644
Franklin,GA,33.298014,-85.12243
Franklin,ID,42.021688,-111.79977
Franklin,IL,39.609647,-90.08116
Franklin,IN,40.319497999999996,-86.327691
Franklin,KS,37.522439,-94.70402
Franklin,KY,36.73812,-86.5819885
Franklin,LA,29.759314,-91.52561
Franklin,MA,42.089104,-71.4069
Franklin,ME,44.617844,-68.23546
Franklin,MI,42.524134,-83.25454
Franklin,MN,44.541889,-94.8735
Franklin,MO,39.024196,-92.81278
Franklin,NC,35.1511585,-83.342782
Franklin,NE,40.103792,-98.94389
Franklin,NH,43.444456,-71.66034
Franklin,NJ,41.11736,-74.58784
Franklin,NY,42.333285,-75.16086
Franklin,OH,39.550241,-84.3087
Franklin,PA,41.407366,-79.83921
Franklin,TN,35.9124664,-86.8839802
Franklin,TX,31.049092,-96.44131
Franklin,VA,36.681456499999996,-76.9522705
Franklin,VT,44.961552,-72.89351
Franklin,WI,42.896145,-88.00891
Franklin,WV,38.65585,-79.33975
Franklin Furnace,OH,38.653909,-82.82535
Franklin Grove,IL,41.84036,-89.31176
Franklin Lakes,NJ,41.010433,-74.20847
Franklin Park,IL,41.93548,-87.87468
Franklin Park,NJ,40.439412,-74.55565
Franklin Springs,GA,34.281721,-83.14746
Franklin Springs,NY,43.036802,-75.39115
Franklin Square,NY,40.701702,-73.67562
Franklinton,LA,30.8459055,-90.137408
Franklinton,NC,36.104866,-78.45893
Franklintown,PA,40.07501,-77.027926
Franklinville,NC,35.761433,-79.69835
Franklinville,NJ,39.618222,-75.0618
Franklinville,NY,42.335628,-78.43114
Frankston,TX,32.072339,-95.50433
Franksville,WI,42.778642,-87.96609
Frankton,IN,40.221208,-85.77612
Franktown,CO,39.355957,-104.7241
Franktown,VA,37.479588,-75.90262
Frankville,AL,31.646087,-88.14188
Frannie,WY,44.979667,-108.64076
Fraser,CO,39.949217,-105.83438
Fraser,MI,42.536402,-82.95044
Frazee,MN,46.742349,-95.62935
Frazer,MT,48.202722,-105.96719
Frazeysburg,OH,40.161484,-82.16324
Frazier Park,CA,34.833124999999995,-119.08515
Fraziers Bottom,WV,38.621761,-82.02827
Fred,TX,30.564151,-94.2076
Frederic,MI,44.809476,-84.71727
Frederic,WI,45.679878,-92.42153
Frederica,DE,39.037803,-75.46634
Frederick,CO,40.104211,-104.93576
Frederick,IL,40.04195,-90.46831
Frederick,MD,39.42729666666666,-77.407948
Frederick,OK,34.410061,-98.96701
Frederick,PA,40.330348,-75.56937
Frederick,SD,45.834246,-98.51539
Fredericksburg,IA,42.963377,-92.20768
Fredericksburg,IN,38.435326,-86.18702
Fredericksburg,OH,40.671036,-81.84927
Fredericksburg,PA,40.45253,-76.42443
Fredericksburg,TX,30.279267,-98.88389
Fredericksburg,VA,38.30152044444444,-77.5078291111111
Fredericktown,MO,37.54834,-90.30599
Fredericktown,OH,40.493191,-82.56998
Fredericktown,PA,40.010135,-80.00537
Frederika,IA,42.882349,-92.30477
Fredonia,AZ,36.844685,-112.47107
Fredonia,KS,37.539672,-95.84307
Fredonia,KY,37.2187565,-88.037837
Fredonia,ND,46.310458,-99.13151
Fredonia,NY,42.425683,-79.3371
Fredonia,PA,41.329301,-80.26042
Fredonia,TX,30.92753,-99.08975
Fredonia,WI,43.483263,-87.98908
Free Soil,MI,44.100701,-86.2662
Free Union,VA,38.197583,-78.59304
Freeborn,MN,43.766208,-93.56339
Freeburg,IL,38.425949,-89.90389
Freeburg,MO,38.341076,-91.92629
Freeburg,PA,40.761179,-76.94339
Freeburn,KY,37.561944,-82.13471
Freedom,CA,36.935552,-121.77972
Freedom,ID,43.001889,-111.0932
Freedom,IN,39.235092,-86.88719
Freedom,ME,44.466012,-69.31337
Freedom,NH,43.818295,-71.08654849999999
Freedom,NY,42.483508,-78.30011
Freedom,OK,36.803902,-99.18304
Freedom,PA,40.682566,-80.23208
Freedom,WI,44.416326,-88.464873
Freehold,NJ,40.241036,-74.27629
Freehold,NY,42.361838,-74.02471
Freeland,MD,39.70172,-76.71236
Freeland,MI,43.518309,-84.1337
Freeland,PA,41.015634,-75.89791
Freeland,WA,48.029176,-122.54222
Freelandville,IN,38.867886,-87.30865
Freeman,MO,38.616741,-94.49465
Freeman,SD,43.335663,-97.47022
Freeman,VA,36.776189,-77.71289
Freeman,WA,47.653568,-117.431742
Freeman,WV,37.32767,-81.29994
Freeman Spur,IL,37.80308,-89.009201
Freeport,FL,30.482838,-86.1675
Freeport,IL,42.300918,-89.63208
Freeport,KS,37.173305,-97.84835
Freeport,ME,44.219978000000005,-70.34770866666666
Freeport,MI,42.763599,-85.31026
Freeport,MN,45.67539,-94.67303
Freeport,NY,40.653935,-73.587
Freeport,OH,40.189812,-81.27506
Freeport,PA,40.711528,-79.65608
Freeport,TX,29.079619,-95.4043265
Freer,TX,27.939823,-98.57624
Freetown,IN,38.982358,-86.13561
Freeville,NY,42.505075,-76.35283
Freistatt,MO,37.021147,-93.897434
Fremont,CA,37.5712462,-121.9727576
Fremont,IA,41.214824,-92.43864
Fremont,IN,41.724694,-84.95619
Fremont,MI,43.509626999999995,-85.875467
Fremont,MO,36.918139,-91.1528
Fremont,NC,35.552162,-77.9727
Fremont,NE,41.5013515,-96.5530665
Fremont,NH,42.9939405,-71.140053
Fremont,OH,41.35307,-83.11217
Fremont,WI,44.237843,-88.84998
Fremont Center,NY,41.848244,-75.03878
French Camp,CA,37.882742,-121.27978
French Camp,MS,33.312695,-89.41628
French Creek,WV,38.857567,-80.27872
French Gulch,CA,40.736679,-122.61121
French Lick,IN,38.507726,-86.62922
French Settlement,LA,30.307865,-90.80054
French Village,MO,37.97861,-90.34637
Frenchboro,ME,44.124476,-68.34995
Frenchburg,KY,37.937105,-83.63429
Frenchglen,OR,42.727146,-119.05385
Frenchmans Bayou,AR,35.443275,-90.17801
Frenchton,WV,38.899314,-80.226855
Frenchtown,MT,47.049623,-114.25074
Frenchtown,NJ,40.509998,-75.03239
Frenchville,ME,47.285196,-68.38716
Frenchville,PA,41.104737,-78.2344
Fresh Meadows,NY,40.73256,-73.793555
Fresno,CA,36.756284746031746,-119.68417987301586
Fresno,OH,40.357857,-81.75288
Fresno,TX,29.526728,-95.45984
Frewsburg,NY,42.0385,-79.07622
Friant,CA,37.024461,-119.68496
Friars Point,MS,34.365436,-90.634
Friday Harbor,WA,48.55113,-123.07563
Friedens,PA,40.053525,-78.99023
Friedensburg,PA,40.602141,-76.24143
Friedheim,MO,37.555405,-89.80068
Friend,NE,40.630445,-97.28305
Friendly,WV,39.462447,-81.05091
Friendship,AR,34.223546,-93.002367
Friendship,IN,38.966859,-85.1453
Friendship,MD,38.731822,-76.59378
Friendship,ME,43.983665,-69.33885
Friendship,NY,42.192384,-78.14308
Friendship,OH,38.793335,-82.96046
Friendship,TN,35.908286,-89.24555
Friendship,WI,43.967604,-89.85287
Friendsville,MD,39.662458,-79.416
Friendsville,PA,41.909808,-76.04473
Friendsville,TN,35.760657,-84.11925
Friendswood,TX,29.423687,-94.997479
Frierson,LA,32.234006,-93.69008
Fries,VA,36.720110000000005,-80.99181150000001
Friesland,WI,43.588986,-89.06787
Friona,TX,34.631714,-102.72658
Frisco,CO,39.532506,-106.14029
Frisco,NC,35.24554,-75.618
Frisco,TX,33.15974625,-96.767441
Frisco City,AL,31.429994,-87.41631
Fritch,TX,35.625603,-101.61413
Frohna,MO,37.671971,-89.61644
Froid,MT,48.317939,-104.44433
Fromberg,MT,45.391138,-108.89916
Front Royal,VA,38.936915,-78.19414699999999
Frontenac,KS,37.455819,-94.69088
Frontenac,MN,44.523212,-92.33216
Frontier,MI,41.782499,-84.604662
Frontier,WY,41.814385,-110.53743
Frost,MN,43.579548,-93.93826
Frost,TX,32.044273,-96.78624
Frostburg,MD,39.64612,-78.93778
Frostburg,PA,41.141079,-78.962877
Frostproof,FL,27.757986,-81.5088
Fruita,CO,39.159971,-108.72071
Fruitdale,AL,31.375241,-88.41557
Fruitdale,SD,44.65371,-103.68084
Fruithurst,AL,33.761052,-85.45227
Fruitland,IA,41.355531,-91.12994
Fruitland,ID,44.002031,-116.91129
Fruitland,MD,38.322867,-75.62088
Fruitland,NM,36.654783,-108.45001
Fruitland,UT,40.156858,-110.95449
Fruitland,WA,48.003202,-118.21339
Fruitland Park,FL,28.859765,-81.901840000000007
Fruitport,MI,43.135994,-86.13348
Fruitvale,ID,44.878097,-116.43395
Fruitvale,TN,35.748414,-89.032672
Fruitvale,TX,32.68309,-95.79436
Fryburg,PA,41.362104,-79.43125
Fryeburg,ME,44.050856,-70.95648
Ft Mitchell,KY,39.036361,-84.56801
Ft Myer,VA,38.878215,-77.06845
Fulda,IN,38.112396,-86.83649
Fulda,MN,43.861532,-95.59378
Fulks Run,VA,38.637545,-78.95205
Fullerton,CA,33.760847625,-117.847101
Fullerton,LA,31.111979,-93.200936
Fullerton,ND,46.163828,-98.38912
Fullerton,NE,41.375063,-97.96381
Fulshear,TX,29.685917,-95.91804
Fulton,AL,31.786539,-87.72688
Fulton,AR,33.638783,-93.80828
Fulton,CA,38.494643,-122.77226
Fulton,IL,41.863049,-90.14524
Fulton,IN,40.947157,-86.26393
Fulton,KS,38.01707,-94.71256
Fulton,KY,36.532059,-88.89132
Fulton,MD,39.147257,-76.93799
Fulton,MI,42.111949,-85.31673
Fulton,MO,38.852436,-91.95808
Fulton,MS,34.265985,-88.38409
Fulton,NY,43.32347,-76.40029
Fulton,OH,40.46242,-82.82831
Fulton,SD,43.772732,-97.8416
Fulton,TX,28.065865,-97.04066
Fultondale,AL,33.611297,-86.81518
Fultonham,NY,42.565907,-74.41457
Fultonham,OH,39.855355,-82.14178
Fultonville,NY,42.896974,-74.37495
Fults,IL,38.200113,-90.2272
Funk,NE,40.532115,-99.24602
Funkstown,MD,39.609846,-77.70725
Funny River,AK,60.516935,-150.719924
Funston,GA,31.205365,-83.877554
Fuquay Varina,NC,35.575302,-78.80234
Furlong,PA,40.282168,-75.06283
Furman,AL,32.006129,-86.981703
Furman,SC,32.67553,-81.17208
Fyffe,AL,34.457657,-85.92772
Gaastra,MI,46.056611,-88.59396
Gabbs,NV,38.872139,-117.78194
Gable,SC,33.845399,-80.13052
Gabriels,NY,44.552725,-74.317958
Gackle,ND,46.596847,-99.1616
Gadsden,AL,33.979675,-85.953849
Gadsden,AZ,32.532458,-114.78056
Gadsden,SC,33.839441,-80.74802
Gadsden,TN,35.794403,-89.01731
Gaffney,SC,35.045698,-81.65656166666666
Gage,OK,36.41954,-99.841309999999993
Gagetown,MI,43.664593000000004,-83.26005
Gail,TX,32.723865,-101.45811
Gaines,MI,42.870299,-83.89144
Gaines,PA,41.74103,-77.53768
Gainesboro,TN,36.351803,-85.65757
Gainestown,AL,31.453836,-87.64373
Gainesville,AL,32.811241,-88.1648
Gainesville,FL,29.66623372222222,-82.36053305555556
Gainesville,GA,34.305405666666665,-83.8595845
Gainesville,MO,36.606281,-92.43342
Gainesville,NY,42.619549,-78.16153
Gainesville,TX,33.619163,-97.08663999999999
Gainesville,VA,38.762822,-77.5454685
Gaithersburg,MD,39.160145666666665,-77.19974844444445
Gakona,AK,62.667589,-144.49059
Galata,MT,48.635319,-111.24083
Galatia,IL,37.836537,-88.62298
Galax,VA,36.649548,-80.92683
Galena,AK,64.739082,-156.89456
Galena,IL,42.400744,-90.39738
Galena,KS,37.091398,-94.65462
Galena,MD,39.349536,-75.85332
Galena,MO,36.771898,-93.48394
Galena,OH,40.202298,-82.89437
Galena Park,TX,29.737178,-95.23906
Gales Creek,OR,45.622824,-123.25977
Gales Ferry,CT,41.426775,-72.07227
Galesburg,IL,40.94014,-90.291561
Galesburg,KS,37.464733,-95.37039
Galesburg,MI,42.289991,-85.41657
Galesburg,ND,47.25098,-97.426
Galesville,MD,38.844097,-76.54795
Galesville,WI,44.087366,-91.35965
Galeton,CO,40.536158,-104.500735
Galeton,PA,41.678935,-77.68562
Galien,MI,41.801264,-86.50367
Galion,OH,40.720869,-82.797
Galivants Ferry,SC,34.002167,-79.19325
Gallagher,WV,38.077863,-81.37333
Gallant,AL,33.987653,-86.25523
Gallatin,MO,39.912973,-93.96536
Gallatin,TN,36.388997,-86.4548
Gallatin,TX,31.893439,-95.15272
Gallatin Gateway,MT,45.417898,-111.19888
Gallaway,TN,35.320487,-89.6215
Galliano,LA,29.435146,-90.30479
Gallina,NM,36.187444,-106.76581
Gallion,AL,32.454007,-87.75003
Gallipolis,OH,38.825478,-82.22755
Gallipolis Ferry,WV,38.764623,-82.16003
Gallitzin,PA,40.487413,-78.55617
Gallman,MS,31.928751,-90.392603
Galloway,OH,39.939871,-83.1667
Galloway,WI,44.900936,-89.7701
Galloway,WV,39.226574,-80.08514
Gallup,NM,35.464023,-108.60395766666666
Gallupville,NY,42.592287,-74.438129
Galt,CA,38.267544,-121.29723
Galt,IA,42.682176,-93.61472
Galt,IL,41.788761,-89.76182
Galt,MO,40.165088,-93.39425
Galva,IA,42.511431,-95.4187
Galva,IL,41.172197,-90.03901
Galva,KS,38.372202,-97.53229
Galveston,IN,40.593036,-86.23191
Galveston,TX,29.279872,-94.85056483333334
Galvin,WA,46.734909,-123.02536
Galway,NY,43.068203,-74.05526
Gamaliel,AR,36.428401,-92.23701
Gamaliel,KY,36.655006,-85.80866
Gambell,AK,63.776098,-171.70088
Gambier,OH,40.351781,-82.35543
Gambrills,MD,39.040159,-76.68408
Gamerco,NM,35.597972,-108.76657
Ganado,AZ,35.665344,-109.65344
Ganado,TX,29.02864,-96.50513
Gandeeville,WV,38.665227,-81.47783
Gann Valley,SD,44.070421,-99.01332
Gans,OK,35.392525,-94.70368
Gans,PA,39.771324,-79.635842
Gansevoort,NY,43.174566,-73.68848
Gantt,AL,31.260882,-86.444833
Gap,PA,40.008814,-75.99195
Gap Mills,WV,37.602172,-80.3464
Gapland,MD,39.520696,-77.916196
Gapville,KY,37.690636,-83.074592
Garards Fort,PA,39.809756,-79.9969
Garber,IA,42.738079,-91.25078
Garber,OK,36.455282,-97.55974
Garberville,CA,40.0985,-123.80654
Garcia,CO,37.092195,-105.530023
Garciasville,TX,26.321652,-98.69525
Garden,MI,45.769159,-86.55894
Garden City,AL,34.011027,-86.74877
Garden City,IA,42.24489,-93.39783
Garden City,KS,37.976008,-100.82503
Garden City,LA,29.761665,-91.46569
Garden City,MI,42.282135499999995,-83.2445115
Garden City,MN,44.029058,-94.18186
Garden City,MO,38.575037,-94.18376
Garden City,NY,40.7194204,-73.6377134
Garden City,SC,33.595996,-79.001441
Garden City,SD,44.971494,-97.58996
Garden City,TX,31.807661,-101.51475
Garden City,UT,41.91021,-111.40328
Garden Grove,CA,33.74453425,-117.922941875
Garden Grove,IA,40.801638,-93.60711
Garden Plain,KS,37.663743,-97.68539
Garden Prairie,IL,42.255617,-88.74344
Garden Valley,CA,38.839773,-120.82881
Garden Valley,ID,44.103121,-115.9354
Gardena,CA,33.88699866666666,-118.30154333333333
Gardendale,AL,33.67933,-86.8206
Gardendale,TX,32.020274,-102.35512
Gardenville,PA,40.39473,-75.098468
Gardiner,ME,44.211491,-69.80866
Gardiner,MT,45.145353,-110.60771
Gardiner,NY,41.691524,-74.18764
Gardiner,OR,43.760271,-124.12028
Gardner,CO,37.777997,-105.20072
Gardner,IL,41.174117,-88.30954
Gardner,KS,38.813839,-94.9265
Gardner,LA,31.258681,-92.677545
Gardner,MA,42.470081,-71.94434899999999
Gardner,ND,47.15096,-96.96482
Gardners,PA,40.030925,-77.22858
Gardnerville,NV,38.878641,-119.69753
Gardnerville Ranchos,NV,38.903324,-119.763147
Garfield,AR,36.434311,-93.96045
Garfield,GA,32.632683,-82.036
Garfield,KS,38.1057545,-99.8315595
Garfield,KY,37.675627,-86.23001
Garfield,MN,45.950306,-95.50754
Garfield,NJ,40.879858,-74.10807
Garfield,NM,32.760034,-107.27535
Garfield,WA,46.983768,-117.19597
Garibaldi,OR,45.561139,-123.91004
Garita,NM,35.313786,-104.47567
Garland,ME,45.046491,-69.14747
Garland,NC,34.788387,-78.40574
Garland,NE,40.95178,-96.96787
Garland,PA,41.81426,-79.44777
Garland,TX,32.8724214,-96.6756999
Garland,UT,41.76645,-112.15829
Garland City,AR,33.312764,-93.71734
Garnavillo,IA,42.886672,-91.19866
Garneill,MT,47.055715,-109.468299
Garner,AR,35.144271,-91.77722
Garner,IA,43.102343,-93.61033
Garner,KY,37.36778,-82.91535
Garner,NC,35.679194,-78.60246
Garnerville,NY,41.204544,-74.00161
Garnet Valley,PA,39.84,-75.49
Garnett,KS,38.278069,-95.25997
Garnett,SC,32.593295,-81.24035
Garrard,KY,37.176075,-83.66608
Garrattsville,NY,42.64743,-75.17793
Garretson,SD,43.735778,-96.54332
Garrett,IL,39.809913,-88.343237
Garrett,IN,41.334204,-85.13569
Garrett,KY,37.470216,-82.8409
Garrett,PA,39.863543,-79.06935
Garrett,WY,42.22772,-105.66184
Garrett Park,MD,39.035276,-77.09263
Garrettsville,OH,41.295898,-81.08057
Garrison,IA,42.145175,-92.1509
Garrison,KY,38.570194,-83.14301
Garrison,MD,39.438964,-76.592139
Garrison,MN,46.244818,-93.8155
Garrison,MO,36.839078,-93.00809
Garrison,MT,46.565168,-112.80722
Garrison,ND,47.629383,-101.415802
Garrison,NY,41.363063,-73.92154
Garrison,TX,31.834379,-94.52629
Garrison,UT,38.970536,-113.7085
Garrisonville,VA,38.468432,-77.461213
Garrochales,PR,18.457453,-66.61217
Garryowen,MT,45.521423,-107.42566
Garvin,MN,44.212536,-95.75998
Garvin,OK,33.917419,-94.96494
Garwin,IA,42.079127,-92.70805
Garwood,NJ,40.650802,-74.32351
Garwood,TX,29.424483,-96.45923
Gary,IN,41.58024225,-87.339718375
Gary,MN,47.363986,-96.2396
Gary,SD,44.797788,-96.5007
Gary,TX,32.019931,-94.37287
Gary,WV,37.352131,-81.54688
Garysburg,NC,36.458825,-77.57834
Garyville,LA,30.058276,-90.61738
Gas,KS,37.923162,-95.346697
Gas City,IN,40.48684,-85.60772
Gasburg,VA,36.576549,-77.88467
Gasconade,MO,38.675775,-91.58968
Gasport,NY,43.20258,-78.56868
Gasquet,CA,41.888557,-123.80079
Gassaway,WV,38.704457,-80.79366
Gassville,AR,36.297345,-92.48429
Gaston,IN,40.320458,-85.50656
Gaston,NC,36.502541,-77.68887
Gaston,OR,45.43957,-123.17165
Gaston,SC,33.830405,-81.09219
Gastonia,NC,35.26412466666667,-81.18142416666667
Gastonville,PA,40.260141,-79.992678
Gate,OK,36.853151,-100.06947
Gate City,VA,36.642027,-82.58685
Gates,NC,36.501152,-76.78039
Gates,OR,44.754247,-122.39736
Gates,TN,35.8300725,-89.410805
Gates Mills,OH,41.532584,-81.41052
Gatesville,NC,36.410008,-76.75097
Gatesville,TX,31.4146592,-97.77173499999999
Gateway,AR,36.486424,-93.927748
Gateway,CO,38.715101,-109.01087
Gatewood,MO,36.546354,-91.05402
Gatlinburg,TN,35.733627,-83.47156
Gattman,MS,33.885239,-88.24591
Gatzke,MN,48.445999,-95.74148
Gauley Bridge,WV,38.176834,-81.19688
Gause,TX,30.796177,-96.70685
Gautier,MS,30.400599,-88.65092
Gay,GA,33.121379,-84.58776
Gay,WV,38.770723,-81.55043
Gaylesville,AL,34.333048,-85.55172
Gaylord,KS,39.640967,-98.84528
Gaylord,MI,45.0090095,-84.6435635
Gaylord,MN,44.542729,-94.21773
Gaylordsville,CT,41.655998,-73.47692
Gays,IL,39.45274,-88.5144
Gays Creek,KY,37.328336,-83.4399
Gays Mills,WI,43.291992,-90.83048
Gaysville,VT,43.785433,-72.71366
Gayville,SD,42.886177000000004,-97.18884
Gazelle,CA,41.441194,-122.64688
Geary,OK,35.631117,-98.35764
Geddes,SD,43.257067,-98.69907
Geff,IL,38.460323,-88.37124
Geigertown,PA,40.203142,-75.83588
Geismar,LA,30.211172,-91.00875
Gem,KS,39.488765,-100.89755
Gene Autry,OK,34.293948,-97.033905
Genesee,ID,46.552921,-116.91914
Genesee,MI,43.111009,-83.62016
Genesee,PA,41.9652285,-77.81105500000001
Genesee Depot,WI,42.960098,-88.374455
Geneseo,IL,41.464473,-90.15854
Geneseo,KS,38.527035,-98.1392
Geneseo,NY,42.816486,-77.746368
Geneva,AL,31.043454,-85.87941
Geneva,FL,28.746588,-81.10985
Geneva,GA,32.57791,-84.54513
Geneva,IA,42.671214,-93.13215
Geneva,ID,42.324873,-111.09002
Geneva,IL,41.885728,-88.31957
Geneva,IN,40.599769,-84.96856
Geneva,MN,43.819798,-93.26713
Geneva,NE,40.516034,-97.60056
Geneva,NY,42.853039,-76.99394
Geneva,OH,41.802618,-80.94645
Geneva,TX,31.373062,-93.821948
Genoa,AR,33.316578,-93.854484
Genoa,CO,39.386933,-103.48219
Genoa,IL,42.10028,-88.6906
Genoa,NE,41.44996,-97.75199
Genoa,NV,39.012361,-119.83288
Genoa,NY,42.677418,-76.54154
Genoa,OH,41.523309,-83.37072
Genoa,WI,43.559832,-91.16957
Genoa,WV,38.116605,-82.46238
Genoa City,WI,42.526028,-88.33443
Gentry,AR,36.269478,-94.46137
Gentry,MO,40.33816,-94.44985
Gentryville,IN,38.099889,-87.04073
George,IA,43.332554,-96.00036
George,WA,47.079243,-119.860117
George West,TX,28.260148,-98.14978
Georges Mills,NH,43.437503,-72.07185
Georgetown,CA,38.930207,-120.78557
Georgetown,CO,39.694915,-105.7258
Georgetown,CT,41.25553,-73.427915
Georgetown,DE,38.676552,-75.39269
Georgetown,FL,29.385225,-81.61052
Georgetown,GA,31.855238,-85.05767
Georgetown,ID,42.483479,-111.35333
Georgetown,IL,39.97412,-87.63138
Georgetown,IN,38.300674,-85.96698
Georgetown,KY,38.221179,-84.55465
Georgetown,LA,31.759474,-92.38927
Georgetown,MA,42.729437,-70.98291
Georgetown,MD,39.365119,-75.88499
Georgetown,ME,43.788782999999995,-69.746531
Georgetown,MN,47.10033,-96.74309
Georgetown,MS,31.869093,-90.17798
Georgetown,NY,42.738279000000006,-75.7416355
Georgetown,OH,38.87752,-83.90215
Georgetown,PA,40.582316,-80.50182
Georgetown,SC,33.3965165,-79.2763705
Georgetown,TN,35.308786,-84.93042
Georgetown,TX,30.672750999999998,-97.68666325000001
Georgetown,WI,45.54142,-92.398168
Georgiana,AL,31.655458,-86.76737
Gepp,AR,36.427702,-92.11109
Gerald,MO,38.412764,-91.3246
Geraldine,AL,34.361787,-86.0098
Geraldine,MT,47.661952,-110.1846
Gerber,CA,40.039257,-122.16555
Gering,NE,41.803503,-103.65998
Gerlach,NV,40.652505,-119.356505
Gerlach-Empire,NV,40.651432,-119.357959
Gerlaw,IL,40.972589,-90.54835
German,PA,39.9783,-79.856751
German Valley,IL,42.213851,-89.47449
Germansville,PA,40.707516,-75.70754
Germanton,NC,36.297049,-80.23777
Germantown,IL,38.554515,-89.5631
Germantown,KY,38.63785,-83.96651
Germantown,MD,39.16853566666667,-77.24218233333333
Germantown,NY,42.123976999999996,-73.86199
Germantown,OH,39.628806,-84.37873
Germantown,TN,35.12603033333333,-89.84660266666667
Germantown,WI,43.219155,-88.12043
Germfask,MI,46.180416,-85.90176
Geronimo,OK,34.478901,-98.37791
Geronimo,TX,29.54508,-98.040833
Gerrardstown,WV,39.379281,-78.12229
Gerry,NY,42.230692,-79.17185
Gerton,NC,35.478887,-82.34855
Gervais,OR,45.10649,-122.90363
Gettysburg,OH,40.112545,-84.49314
Gettysburg,PA,39.8610685,-77.2212665
Gettysburg,SD,45.007901,-100.05209
Getzville,NY,43.02534,-78.76241
Geuda Springs,KS,37.104798,-97.19239
Geyser,MT,47.268612,-110.44229
Geyserville,CA,38.710228,-122.95704
Gheens,LA,29.670214,-90.46202
Ghent,KY,38.724439,-85.05007
Ghent,MN,44.515475,-95.89576
Ghent,NY,42.305793,-73.6514
Ghent,WV,37.618115,-81.10724
Gibbon,MN,44.527707,-94.53092
Gibbon,NE,40.754582,-98.86414
Gibbon Glade,PA,39.72974,-79.59124
Gibbonsville,ID,45.593774,-113.9625
Gibbs,MO,40.096431,-92.41809
Gibbsboro,NJ,39.833847,-74.96899
Gibbstown,NJ,39.824159,-75.28187
Gibsland,LA,32.518748,-93.05705
Gibson,GA,33.236721,-82.58135
Gibson,IA,41.472819,-92.3841
Gibson,LA,29.658394,-90.97455
Gibson,MO,36.442124,-90.03097
Gibson,NC,34.767875,-79.59239
Gibson,PA,41.803936,-75.64431
Gibson,TN,35.870849,-88.846372
Gibson City,IL,40.463079,-88.3731
Gibson Island,MD,39.07566,-76.4286
Gibsonburg,OH,41.390878,-83.32313
Gibsonia,PA,40.631011,-79.95766
Gibsonton,FL,27.837894,-82.37407
Gibsonville,NC,36.125747,-79.56352
Giddings,TX,30.182175,-96.93171
Gideon,MO,36.449337,-89.89562
Gifford,IA,42.383133,-93.250567
Gifford,IL,40.310063,-88.01922
Gifford,PA,41.850657,-78.60663
Gifford,SC,32.866195,-81.24215
Gifford,WA,48.290089,-118.09326
Gig Harbor,WA,47.347898,-122.64264333333334
Gila,NM,32.961804,-108.44042
Gila Bend,AZ,32.971684,-112.7946
Gilbert,AR,35.916744,-92.681408
Gilbert,AZ,33.30294514285714,-111.8087687142857
Gilbert,IA,42.110624,-93.64504
Gilbert,LA,32.037425,-91.64475
Gilbert,MN,47.4741,-92.40533
Gilbert,PA,40.913651,-75.43501
Gilbert,SC,33.947764,-81.3823
Gilbert,WV,37.625805,-81.90186
Gilberton,PA,40.79872,-76.21547
Gilbertown,AL,31.891177,-88.28508
Gilberts,IL,42.099479,-88.36942
Gilbertsville,KY,36.97877,-88.28273
Gilbertsville,NY,42.457398,-75.33434
Gilbertsville,PA,40.311246,-75.594
Gilbertville,IA,42.417252,-92.21396
Gilbertville,MA,42.33071,-72.18833
Gilboa,NY,42.425405,-74.40616
Gilboa,WV,38.302121,-80.93549
Gilby,ND,48.084335,-97.47238
Gilchrist,OR,43.521016,-121.65255
Gilchrist,TX,29.507243,-94.52028
Gilcrest,CO,40.28319,-104.77878
Gildford,MT,48.733088,-110.32495
Gile,WI,46.429932,-90.22247
Gilead,NE,40.163122,-97.42863
Gilford,MI,43.49442,-83.624431
Gill,CO,40.481168,-104.5151
Gillespie,IL,39.127717,-89.8288
Gillett,AR,34.109348,-91.36875
Gillett,PA,41.950785,-76.78511
Gillett,TX,29.112202,-97.78275
Gillett,WI,44.904959,-88.37822
Gillett Grove,IA,43.014514,-95.03657
Gillette,NJ,40.683934,-74.47079
Gillette,WY,44.223818333333334,-105.4791
Gillham,AR,34.163393,-94.3049
Gilliam,LA,32.828541,-93.83918
Gilliam,MO,39.230779,-92.981757
Gillsville,GA,34.299459,-83.65226
